data	language	question	Translated question	category	answer	original_page	answer_page	answer in different_wiki	answer in non-Wikipedia article on the web	answer in infobox/table
tydi	bengali	১৮৭২ এফ.এ কাপ ফাইনাল ফুটবল ম্যাচটিতে কোন দলের জয় হয়েছিল ?	Which team won the 1872 FA Cup Final?	1	ওয়ান্ডেরাস	https://bn.wikipedia.org/wiki/%E0%A6%AE%E0%A7%8B%E0%A6%B9%E0%A6%A8%E0%A6%AC%E0%A6%BE%E0%A6%97%E0%A6%BE%E0%A6%A8%20%E0%A6%85%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A5%E0%A6%B2%E0%A7%87%E0%A6%9F%E0%A6%BF%E0%A6%95%20%E0%A6%95%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A6%AC	https://bn.wikipedia.org/wiki/%E0%A7%A7%E0%A7%AE%E0%A7%AD%E0%A7%A8_%E0%A6%8F%E0%A6%AB%E0%A6%8F_%E0%A6%95%E0%A6%BE%E0%A6%AA_%E0%A6%AB%E0%A6%BE%E0%A6%87%E0%A6%A8%E0%A6%BE%E0%A6%B2	1		
tydi	bengali	লাতুর জেলার মোট আয়তন কত ?	What is the total area of ​​Latur district?	1	৩,৭৩৩ বর্গকিমি (১,৪৪১ বর্গমাইল)	https://bn.wikipedia.org/wiki/%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%A6%E0%A6%B9%20%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE		0		
tydi	bengali	ইতিহাসে চট্টগ্রামের যে বন্দরের কথা আছে তার নাম কী ছিল ?	What was the name of the port of Chittagong mentioned in the histories?	2	সমন্দর	https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%9F%E0%A7%8D%E0%A6%9F%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A7%87%E0%A6%B0%20%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8	https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%9F%E0%A7%8D%E0%A6%9F%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A7%87%E0%A6%B0_%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8	0		
tydi	bengali	নীতু সিং-এর উচ্চতা কত ?	What is the height of Neetu Singh?	1	5'5	https://bn.wikipedia.org/wiki/%E0%A6%85%E0%A6%A8%E0%A7%81%E0%A6%B7%E0%A7%8D%E0%A6%95%E0%A6%BE%20%E0%A6%B6%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A6%BE	https://superstarsbio.com/bios/neetu-singh/	0	1	
tydi	bengali	চট্টগ্রাম কলেজিয়েট স্কুলের বর্তমান প্রধান শিক্ষক কে ?	Who is the present principal of Chittagong Collegiate School?	2	দেবব্রত দাশ	https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%9F%E0%A7%8D%E0%A6%9F%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%20%E0%A6%95%E0%A6%B2%E0%A7%87%E0%A6%9C%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%9F%20%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A7%81%E0%A6%B2%20%E0%A6%8F%E0%A6%A8%E0%A7%8D%E0%A6%A1%20%E0%A6%95%E0%A6%B2%E0%A7%87%E0%A6%9C	https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%9F%E0%A7%8D%E0%A6%9F%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%20%E0%A6%95%E0%A6%B2%E0%A7%87%E0%A6%9C%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%9F%20%E0%A6%B8%E0%A7%8D%E0%A6%95%E0%A7%81%E0%A6%B2%20%E0%A6%8F%E0%A6%A8%E0%A7%8D%E0%A6%A1%20%E0%A6%95%E0%A6%B2%E0%A7%87%E0%A6%9C	0		1
tydi	bengali	কামরূপ রাজ্যের রাজধানী কোথায় ছিল ?	Where was the capital of the kingdom of Kamarupa located?	2	প্রয়াগজ্যোতিষপুর	https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%BE%E0%A6%AE%E0%A6%B0%E0%A7%82%E0%A6%AA%20%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A7%8D%E0%A6%AF	https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%BE%E0%A6%AE%E0%A6%B0%E0%A7%82%E0%A6%AA%20%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A7%8D%E0%A6%AF	0		
tydi	bengali	দিয়েগো পাবলো সিমেওনে কোন সালে আতলেতিকো মাদ্রিদের ম্যানেজার হন ?	In which year did Diego Pablo Simeone become the manager of Atletico Madrid?	1	২০১১	https://bn.wikipedia.org/wiki/%E0%A6%86%E0%A6%B0%E0%A7%8D%E0%A6%9C%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%A8%E0%A6%BE%20%E0%A6%9C%E0%A6%BE%E0%A6%A4%E0%A7%80%E0%A6%AF%E0%A6%BC%20%E0%A6%AB%E0%A7%81%E0%A6%9F%E0%A6%AC%E0%A6%B2%20%E0%A6%A6%E0%A6%B2	https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%97%E0%A7%8B_%E0%A6%B8%E0%A6%BF%E0%A6%AE%E0%A7%87%E0%A6%93%E0%A6%A8%E0%A7%87	1		1
tydi	bengali	পৃথিবীতে মোট কতগুলি ভাষা বর্তমান ?	How many languages ​​are there in the world?	1	৬৯০৯	https://bn.wikipedia.org/wiki/%E0%A6%B0%E0%A6%BE%E0%A6%B6%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE	https://www.ntvbd.com/kids/39597/%E0%A6%AA%E0%A7%83%E0%A6%A5%E0%A6%BF%E0%A6%AC%E0%A7%80%E0%A6%A4%E0%A7%87-%E0%A6%AD%E0%A6%BE%E0%A6%B7%E0%A6%BE%E0%A6%B0-%E0%A6%B8%E0%A6%82%E0%A6%96%E0%A7%8D%E0%A6%AF%E0%A6%BE-%E0%A6%95%E0%A6%A4	0	1	
tydi	bengali	পুরাপ্রস্তর যুগের ঠিক আগের যুগটির নাম কী ?	What do we call the preceding era of Palaeolithic period or old Stone Age?	3		https://bn.wikipedia.org/wiki/%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A7%87%E0%A6%B0%20%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8		0		
tydi	bengali	পাইথন সফটওয়ার ফাইন্ডেশন কবে তৈরি হয় ?	When was the Python Software Foundation created?	1	২০০১ সালের ৬ মার্চ।	https://bn.wikipedia.org/wiki/%E0%A6%B2%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%95%E0%A7%8D%E0%A6%B8%20%E0%A6%A1%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%BF%E0%A6%89%E0%A6%B6%E0%A6%A8	https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A6%BE%E0%A6%87%E0%A6%A5%E0%A6%A8_%E0%A6%B8%E0%A6%AB%E0%A6%9F%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B0_%E0%A6%AB%E0%A6%BE%E0%A6%89%E0%A6%A8%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%B6%E0%A6%A8	1		
tydi	bengali	টেথিস সাগরের গড় গভীরতা কত ?	What is the average depth of the Tethys Sea?	1		https://bn.wikipedia.org/wiki/%E0%A6%B9%E0%A6%BF%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%AF%E0%A6%BC%20%E0%A6%AA%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A6%A4%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%BE		0		
tydi	bengali	সালমান খানের অভিনীত সুলতান নামক চলচ্চিত্রটি কবে মুক্তি পায় ?	When did Salman Khan starrer movie Sultan release?	1	২০১৬	https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%BE%E0%A6%B2%E0%A6%AE%E0%A6%BE%E0%A6%A8%20%E0%A6%B6%E0%A6%BE%E0%A6%B9	https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%BE%E0%A6%B2%E0%A6%AE%E0%A6%BE%E0%A6%A8_%E0%A6%96%E0%A6%BE%E0%A6%A8	1		
tydi	bengali	তোশক কি তুলো দিয়ে তৈরী হয় ?	Is the mattress made of cotton?	1	YES	https://bn.wikipedia.org/wiki/%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A6%BF%E0%A6%B6	https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%8B%E0%A6%B6%E0%A6%95	1		
tydi	bengali	কোন চলচ্চিত্রে অভিনয়ের মাধ্যমে দেব আনন্দ বলিউডে পা রাখেন ?	Which film did Dev Anand make his debut in Bollywood with?	1	হাম এক হ্যায়' 	https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A7%81%E0%A6%B6%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%A4%20%E0%A6%B8%E0%A6%BF%E0%A6%82%20%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%AA%E0%A7%81%E0%A6%A4	https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A7%87%E0%A6%AC_%E0%A6%86%E0%A6%A8%E0%A6%A8%E0%A7%8D%E0%A6%A6	1		
tydi	bengali	শেরপুর থানার প্রথম ও.সি. কে ছিলেন ?	Who was the first OC of Sherpur police station?	1		https://bn.wikipedia.org/wiki/%E0%A6%B6%E0%A7%87%E0%A6%B0%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE		0		
tydi	bengali	ওড়িশার রাজধানীর নাম কী ?	What is the name of the capital of Orissa?	2	ভুবনেশ্বর	https://bn.wikipedia.org/wiki/%E0%A6%93%E0%A6%A1%E0%A6%BC%E0%A6%BF%E0%A6%B6%E0%A6%BE	https://bn.wikipedia.org/wiki/%E0%A6%93%E0%A6%A1%E0%A6%BC%E0%A6%BF%E0%A6%B6%E0%A6%BE	0		1
tydi	bengali	থাকসিন সিনাওয়াত্রা কোন রাজনৈতিক দলের সদস্য ?	Thaksin Shinawatra is a member of which political party?	1	থাই পার্টি (টিআরটি)	https://bn.wikipedia.org/wiki/%E0%A6%87%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%95%20%E0%A6%B8%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BE	https://bn.wikipedia.org/wiki/%E0%A6%A5%E0%A6%BE%E0%A6%95%E0%A6%B8%E0%A6%BF%E0%A6%A8_%E0%A6%B8%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BE	1		
tydi	bengali	ফকরুদ্দিন আলি আহমেদ কবে জন্মগ্রহণ করেন ?	When was Fakruddin Ali Ahmed born?	1	১৩ মে ১৯০৫	https://bn.wikipedia.org/wiki/%E0%A6%B9%E0%A7%81%E0%A6%B8%E0%A7%87%E0%A6%87%E0%A6%A8%20%E0%A6%AE%E0%A7%81%E0%A6%B9%E0%A6%BE%E0%A6%AE%E0%A7%8D%E0%A6%AE%E0%A6%A6%20%E0%A6%8F%E0%A6%B0%E0%A6%B6%E0%A6%BE%E0%A6%A6	https://bn.wikipedia.org/wiki/%E0%A6%AB%E0%A6%96%E0%A6%B0%E0%A7%81%E0%A6%A6%E0%A7%8D%E0%A6%A6%E0%A6%BF%E0%A6%A8_%E0%A6%86%E0%A6%B2%E0%A6%BF_%E0%A6%86%E0%A6%B9%E0%A6%AE%E0%A7%87%E0%A6%A6	1		
tydi	bengali	কেইম্যান দ্বীপপুঞ্জের জাতীয় ক্রিকেট দলের প্রথম প্রশিক্ষক কে ?	Who is the first coach of Cayman Islands national cricket team?	1		https://bn.wikipedia.org/wiki/%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B8%E0%A7%8D%E0%A6%9F%20%E0%A6%87%E0%A6%A8%E0%A7%8D%E0%A6%A1%E0%A6%BF%E0%A6%9C%20%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%95%E0%A7%87%E0%A6%9F%20%E0%A6%A6%E0%A6%B2		0		
tydi	bengali	গায়ক কিশোর কুমার গাঙ্গুলি প্রথম কোন চলচ্চিত্রে সংগীত পরিবেশন করেন ?	Singer Kishore Kumar Ganguly first composed music for which film?	1	Jhumroo (1961)	https://bn.wikipedia.org/wiki/%E0%A6%85%E0%A6%AE%E0%A6%BF%E0%A6%A4%20%E0%A6%95%E0%A7%81%E0%A6%AE%E0%A6%BE%E0%A6%B0	https://en.wikipedia.org/wiki/Kishore_Kumar	1		
tydi	bengali	পৃথিবীর প্রথম মানচিত্রের নাম কী ?	What is the name of the first map of the world?	1	Imago Mundi	https://bn.wikipedia.org/wiki/%E0%A6%AD%E0%A7%82%E0%A6%97%E0%A7%8B%E0%A6%B2	https://en.wikipedia.org/wiki/Early_world_maps#Babylonian_Imago_Mundi_(ca._6th_c._BCE)	1	1	
tydi	bengali	বিবেক অগ্নিহোত্রীর বাবার নাম কী ?	What is the name of Vivek Agnihotri's father?	1	Dr. Prabhu Dayal Agnihotri	https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%BE%E0%A6%B2%E0%A6%AE%E0%A6%BE%E0%A6%A8%20%E0%A6%96%E0%A6%BE%E0%A6%A8	https://en.wikipedia.org/wiki/Vivek_Agnihotri	1		
tydi	bengali	২০১৭ সালে ডাব্লিউডাব্লিউই কর্তৃক আয়োজিত সামারস্লাম অনুষ্ঠানটি কোথায় অনুষ্ঠিত হয় ?	Where did the 2017 Summer Slam event hosted by WWE take place?	1	বারকলাইজ সেন্টারে	https://bn.wikipedia.org/wiki/%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%BF%20%E0%A6%87%E0%A6%A8%20%E0%A6%A6%E0%A7%8D%E0%A6%AF%20%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%82%E0%A6%95%20%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A1%E0%A6%BE%E0%A6%B0%20%E0%A6%AE%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9A	https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A6%B8%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AE_(%E0%A7%A8%E0%A7%A6%E0%A7%A7%E0%A7%AD)	1		
tydi	bengali	তুরস্কের মোট আয়তন কত ?	What is the total area of ​​Turkey?	2	৭,৮৩,৩৫৬ বর্গকিলোমিটার (৩,০২,৪৫৫ বর্গমাইল)	https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%81%E0%A6%B0%E0%A6%B8%E0%A7%8D%E0%A6%95	https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%81%E0%A6%B0%E0%A6%B8%E0%A7%8D%E0%A6%95	0		
tydi	bengali	কোন সংস্থার উদ্যোগে সামারস্লাম আয়োজিত হয় ?	Which organization took the initiative to organize the SummerSlam?	1	ডাব্লিউডাব্লিউই	https://bn.wikipedia.org/wiki/%E0%A6%A1%E0%A6%BE%E0%A6%AC%E0%A7%8D%E0%A6%B2%E0%A6%BF%E0%A6%89%E0%A6%A1%E0%A6%BE%E0%A6%AC%E0%A7%8D%E0%A6%B2%E0%A6%BF%E0%A6%89%E0%A6%87	https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A6%B8%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AE	1		
tydi	bengali	কাতারের শিক্ষা মন্ত্রণালয়ের সদর দপ্তর কোথায় ?	Where is the headquarter of the Ministry of Education in Qatar?	1	Doha	https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%BE%E0%A6%A4%E0%A6%BE%E0%A6%B0%E2%80%93%E0%A6%AF%E0%A7%81%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A6%BE%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A7%8D%E0%A6%B0%20%E0%A6%B8%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%B0%E0%A7%8D%E0%A6%95	https://en.wikipedia.org/wiki/Supreme_Education_Council_(Qatar)	0	1	
tydi	bengali	বাংলাদেশের টাঙ্গাইল জেলার অন্তর্গত মধুপুর উপজেলার সবচেয়ে বড় শহর কোনটি ?	Which is the largest city of Madhupur subdisrtrict in Tangail district of Bangladesh?	6		https://bn.wikipedia.org/wiki/%E0%A6%9F%E0%A6%BE%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%BE%E0%A6%87%E0%A6%B2%20%E0%A6%9C%E0%A7%87%E0%A6%B2%E0%A6%BE		0		
tydi	bengali	উপক্ষার শব্দটির উৎপত্তি কোন শব্দ থেকে ?	From which word does the word alkaloid originate?	1	alkali	https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%95	https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%AA%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BE%E0%A6%B0	1		
tydi	bengali	ইতালির সাবেক ফুটবলার পাওলো সিজার মালদিনির উচ্চতা কত ?	What is the height of former Italian footballer Paolo Cesar Maldini?	1	১.৮৬ মিটার (৬ ফুট ১ ইঞ্চি)	https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%97%E0%A7%8B%20%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A6%BE%E0%A6%A6%E0%A7%8B%E0%A6%A8%E0%A6%BE	https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A6%BE%E0%A6%93%E0%A6%B2%E0%A7%8B_%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%A6%E0%A6%BF%E0%A6%A8%E0%A6%BF	1		1
tydi	bengali	দাগেস্তান প্রজাতন্ত্রের রাজধানীর নাম কী ?	Which is the capital of the Republic of Dagestan?	1	মাখাচকালা	https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%95%E0%A7%87%E0%A6%B8%E0%A6%BE%E0%A6%B8	https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A6%BE%E0%A6%97%E0%A7%87%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A6%BE%E0%A6%A8	1		1
tydi	bengali	১৯৭২ সালে যখন দালাল আইন তৈরি করা হয় তখন বাংলাদেশের অর্থমন্ত্রী কে ছিলেন ?	Who was the Finance Minister of Bangladesh when the Brokers Act was enacted in 1972?	1	তাজউদ্দীন আহমদ	https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%AE%E0%A7%80%20%E0%A6%AC%E0%A6%BF%E0%A6%AC%E0%A7%87%E0%A6%95%E0%A6%BE%E0%A6%A8%E0%A6%A8%E0%A7%8D%E0%A6%A6	https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A6%BE%E0%A6%9C%E0%A6%89%E0%A6%A6%E0%A7%8D%E0%A6%A6%E0%A7%80%E0%A6%A8_%E0%A6%86%E0%A6%B9%E0%A6%AE%E0%A6%A6	1		
tydi	bengali	ঘুরি সাম্রাজ্যের মোট কয়টি রাজধানী ছিল ?	How many capitals were there in the Ghurid Empire?	1	৪ (4 in English)	https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A6%BF%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A6%BF%20%E0%A6%B8%E0%A6%BE%E0%A6%B2%E0%A6%A4%E0%A6%BE%E0%A6%A8%E0%A6%BE%E0%A6%A4	https://bn.wikipedia.org/wiki/%E0%A6%98%E0%A7%81%E0%A6%B0%E0%A6%BF_%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A7%8D%E0%A6%AF	1		
