data	language	question	Translated question	category	answer	original_page	answer_page	answer in different_wiki	answer in non-Wikipedia article on the web	answer in infobox/table
tydi	russian	Когда был выпущен первый ДП-С?	When was released the first PD-C?	1	2011	https://ru.wikipedia.org/wiki/%D0%94%D0%9F%20%2801-08%29	https://ru.wikipedia.org/wiki/%D0%94%D0%9F-%D0%A1	1		1
tydi	russian	Когда Гренада получила независимость?	When did Grenada gain independence?	1	в 1974 году	https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B9%D0%BD%D0%B0%20%D0%B7%D0%B0%20%D0%BD%D0%B5%D0%B7%D0%B0%D0%B2%D0%B8%D1%81%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B8%D1%81%D0%BF%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D1%85%20%D0%BA%D0%BE%D0%BB%D0%BE%D0%BD%D0%B8%D0%B9%20%D0%B2%20%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B5	https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D0%BD%D0%B0%D0%B4%D0%B0	1		
tydi	russian	Когда закончилась Сви́рско-Петрозаво́дская опера́ция?	When I finished Svir-Petrozavodsk operation?	1	9 августа 1944	https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BF%D1%80%D0%B8%20%D0%98%D0%BB%D0%BE%D0%BC%D0%B0%D0%BD%D1%82%D1%81%D0%B8	https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B8%D1%80%D1%81%D0%BA%D0%BE-%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F	1		
tydi	russian	Кто был первым президентом Респу́блики Филиппи́ны?	Who was the first president of the Republic of the Philippines?	1	Эмилио Агинальдо	https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%BF%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82%D0%BE%D0%B2%20%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF%D0%B8%D0%BD	https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%BF%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82%D0%BE%D0%B2%20%D0%A4%D0%B8%D0%BB%D0%B8%D0%BF%D0%BF%D0%B8%D0%BD			1
tydi	russian	Кто был судьей на Нюрнбе́ргском проце́ссе?	Who was the judge at the Nuremberg trials?	1	Фрэнсис Биддл, John J. Parker[d], Никитченко, Иона Тимофеевич, Волчков, Александр Фёдорович, Geoffrey Lawrence, 1st Baron Oaksey[d], Norman Birkett, 1st Baron Birkett[d], Henri Donnedieu de Vabres[d] и Фалько, Робер	https://ru.wikipedia.org/wiki/%D0%9D%D1%8E%D1%80%D0%BD%D0%B1%D0%B5%D1%80%D0%B3%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D1%81				1
tydi	russian	На какой новелле основывается балет "Павильон Армиды"?	A novel based on the ballet "Le Pavillon d'Armide"?	1	новелла французского писателя Теофиля Готье «Омфала»	https://ru.wikipedia.org/wiki/%D0%A4%D0%BE%D0%BA%D0%B8%D0%BD%2C%20%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB%20%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87	https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B2%D0%B8%D0%BB%D1%8C%D0%BE%D0%BD_%D0%90%D1%80%D0%BC%D0%B8%D0%B4%D1%8B	1		
tydi	russian	Сколько марок было выпущено в СССР в 1938?	How many stamps were produced in the USSR in 1938?	1	97	https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%87%D1%82%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%80%D0%BA%D0%B8%20%D0%A1%D0%A1%D0%A1%D0%A0	https://ru.wikipedia.org/wiki/%D0%97%D0%BD%D0%B0%D0%BA%D0%B8_%D0%BF%D0%BE%D1%87%D1%82%D0%BE%D0%B2%D0%BE%D0%B9_%D0%BE%D0%BF%D0%BB%D0%B0%D1%82%D1%8B_%D0%A1%D0%A1%D0%A1%D0%A0_(1938)	1		
tydi	russian	Сколько монографий написал Гасан Мамедбагир оглы Абдуллаев?	How many monographs were written by Mamedbagir Hasan oglu Abdullayev?	1	28	https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F%3A%D0%A4%D0%BE%D1%80%D1%83%D0%BC/%D0%90%D1%80%D1%85%D0%B8%D0%B2/%D0%92%D0%BE%D0%BF%D1%80%D0%BE%D1%81%D1%8B/2017/07	https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D0%B4%D1%83%D0%BB%D0%BB%D0%B0%D0%B5%D0%B2,_%D0%93%D0%B0%D1%81%D0%B0%D0%BD_%D0%9C%D0%B0%D0%BC%D0%B5%D0%B4%D0%B1%D0%B0%D0%B3%D0%B8%D1%80_%D0%BE%D0%B3%D0%BB%D1%8B#%D0%9C%D0%BE%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D0%B8_%D0%B8_%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D0%B8	1		
tydi	russian	Сколько пород и разновидностей гусей насчитывалось в мире по данным собранным под эгидой Продовольственной и сельскохозяйственной организации ООН (ФАО) в Глобальном банке данных генетических ресурсов домашних животных, и опубликованным во «Всемирном списке наблюдения за разнообразием домашних животных» (англ. «World Watch List for Domestic Animal Diversity»)?	How many breeds and varieties of geese, there were in the world according to data collected under the auspices of the Food and Agriculture Organization (FAO) Global databank of genetic resources of domestic animals, and published in the "World watch list for domestic animal diversity" (eng. «World Watch List for Domestic Animal Diversity »)?	1	63	https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D0%BE%D0%B4%D1%8B%20%D0%B8%D0%BD%D0%B4%D0%B5%D0%B5%D0%BA	https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D0%BE%D0%B4%D1%8B_%D0%B4%D0%BE%D0%BC%D0%B0%D1%88%D0%BD%D0%B8%D1%85_%D0%B3%D1%83%D1%81%D0%B5%D0%B9	1		
tydi	russian	Сколько президентов было во Франции на сегодняшний день?	How many presidents were in France today?	1	25	https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%BF%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82%D0%BE%D0%B2%20%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D0%B8%D0%B8				1
tydi	russian	Когда родился Нарима́н Кербалаи Наджа́ф оглы́ Нарима́нов?	When was Kerbalai Nariman oglu Narimanov Najaf born?	2	2 (14) апреля 1870	https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%B8%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%2C%20%D0%9D%D0%B0%D1%80%D0%B8%D0%BC%D0%B0%D0%BD%20%D0%9A%D0%B5%D1%80%D0%B1%D0%B0%D0%BB%D0%B0%D0%B8%20%D0%9D%D0%B0%D0%B4%D0%B6%D0%B0%D1%84%20%D0%BE%D0%B3%D0%BB%D1%8B	https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%B8%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%9D%D0%B0%D1%80%D0%B8%D0%BC%D0%B0%D0%BD_%D0%9A%D0%B5%D1%80%D0%B1%D0%B0%D0%BB%D0%B0%D0%B8_%D0%9D%D0%B0%D0%B4%D0%B6%D0%B0%D1%84_%D0%BE%D0%B3%D0%BB%D1%8B			
tydi	russian	Почему надо поджигать абсент?	Why should you lit absinthe on fire?	4	Во-первых, это эффектный и зрелищный способ подачи. Во-вторых, подожженный крепкий напиток активнее выделяет эфирные масла, теряет малое количества спирта, что положительно сказывается на вкусе.	https://ru.wikipedia.org/wiki/%D0%90%D0%B1%D1%81%D0%B5%D0%BD%D1%82	https://onapitkah.info/article/kak-podzhigat-absent/		1	
tydi	russian	Для чего использовали орудия типа чопперов в Монголии?	What were tools such as choppers used for in Mongolia?	4		https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F%20%D0%9C%D0%BE%D0%BD%D0%B3%D0%BE%D0%BB%D0%B8%D0%B8				
tydi	russian	Что такое аватар в шутере от первого лица?	What is the avatar in a first-person shooter?	4	представление игрока в игровом мире	https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D1%82%D0%B5%D1%80%20%D0%BE%D1%82%20%D1%82%D1%80%D0%B5%D1%82%D1%8C%D0%B5%D0%B3%D0%BE%20%D0%BB%D0%B8%D1%86%D0%B0	https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D1%82%D0%B5%D1%80_%D0%BE%D1%82_%D0%BF%D0%B5%D1%80%D0%B2%D0%BE%D0%B3%D0%BE_%D0%BB%D0%B8%D1%86%D0%B0	1		
tydi	russian	Диагностируют атеросклероз детям?	Is atherosclerosis diagnosed in children?	5		https://ru.wikipedia.org/wiki/%D0%90%D1%82%D0%B5%D1%80%D0%BE%D1%81%D0%BA%D0%BB%D0%B5%D1%80%D0%BE%D0%B7				
tydi	russian	Как звали мать Джеба Стюарта?	Who was the mother of Jeb Stuart?	5		https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9%20%D1%82%D0%B5%D0%BB%D0%B5%D1%81%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D0%B0%20%C2%AB%D0%9A%D0%BB%D0%B0%D0%B2%D0%B0%2C%20%D0%B4%D0%B0%D0%B2%D0%B0%D0%B9%21%C2%BB				
tydi	russian	Кто владелец студии P.A. Works на июнь 2019?	Who is the owner of the studio P.A. Works as of June 2019?	5		https://ru.wikipedia.org/wiki/David%20Production				
tydi	russian	3' - это направленость в биологии?	3 '- this is the direction in biology?	6		https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D1%82%D0%B5%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F				
tydi	russian	В каком музее находится больше всего произведений советской эстетики?	What the museum has the largest collection of the Soviet aesthetics art?	6		https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%81%D1%83%D0%B4%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BC%D1%83%D0%B7%D0%B5%D0%B9%20%D0%B8%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D0%B8%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%20%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8%20%D0%90.%20%D0%A1.%20%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD%D0%B0				
tydi	russian	В каком стране был открыт магнит?	What country was the magnet discovered in?	6		https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B3%D0%BD%D0%B8%D1%82%20%28%D1%81%D0%B5%D1%82%D1%8C%20%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%D0%BE%D0%B2%29				
tydi	russian	Габапентин выпускают в России?	Is Gabapentin produced in Russia?	1		https://ru.wikipedia.org/wiki/Pfizer				
tydi	russian	Гийом де Лузиньян был католиком?	Was Guillaume de Lusignan Catholic?	1		https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D0%BC%D0%BE%D1%80%D0%B0%D0%BD%D1%81%D0%B8-%D0%A2%D0%BE%D1%80%D0%B5%2C%20%D0%93%D0%B8%D0%B9%D0%BE%D0%BC%20%D0%B4%D0%B5				
tydi	russian	Есть гражданская война в Сомали по данным на май 2019?	Is there a civil war in Somalia as of May 2019?	6		https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F%20%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0%20%D0%B2%20%D0%A1%D0%BE%D0%BC%D0%B0%D0%BB%D0%B8				
tydi	russian	За сколько минут можно доехать на машине из Ко́лпино в центр Санкт-Петербурга без пробок?	For how many minutes away by car from Kolpino in the center of St. Petersburg without traffic jams?	6		https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%BF%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D1%81%D0%BA%D0%B8%D0%B9%20%D1%82%D1%80%D0%B0%D0%BC%D0%B2%D0%B0%D0%B9				
tydi	russian	Использовали пушку 72-К в Африке?	Was the gun 72-K used in Africa?	6		https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BB%D0%BD%D0%B8%D1%8F%20%28%D0%BE%D1%80%D1%83%D0%B6%D0%B8%D0%B5%29				
tydi	russian	Как долго снимался фильм «Техасская резня бензопилой»?	How long was "The Texas Chainsaw Massacre" filmed?	6		https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%85%D0%B0%D1%81%D1%81%D0%BA%D0%B0%D1%8F%20%D1%80%D0%B5%D0%B7%D0%BD%D1%8F%20%D0%B1%D0%B5%D0%BD%D0%B7%D0%BE%D0%BF%D0%B8%D0%BB%D0%BE%D0%B9%20%28%D1%81%D0%B5%D1%80%D0%B8%D1%8F%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%29				
tydi	russian	Как называются классические исландские сказания?	What do you call the classic Icelandic sagas?	5		https://ru.wikipedia.org/wiki/%D0%98%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BC%D0%B8%D1%84%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F				
tydi	russian	Как чествовали экипаж корабля «Константин Ольшанский» после возвращения в Украину?	How was the crew of  the "Konstantin Olshansky" honored after returning to Ukraine?	6		https://ru.wikipedia.org/wiki/%D0%91%D0%BB%D0%BE%D0%BA%D0%B0%D0%B4%D0%B0%20%D1%83%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE%20%D1%84%D0%BB%D0%BE%D1%82%D0%B0%20%D0%B2%20%D0%94%D0%BE%D0%BD%D1%83%D0%B7%D0%BB%D0%B0%D0%B2%D0%B5				
tydi	russian	Какой самый маленький пистолет в России?	What is the smallest pistol in Russia?	6		https://ru.wikipedia.org/wiki/Kevin%20ZP98				
tydi	russian	Кто автор Самаритя́нского Пятикни́жия?	Who is the author of the Pentateuch Samaritan?	1	Samaritans	https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D0%B8%D1%82%D1%8F%D0%BD%D1%81%D0%BA%D0%BE%D0%B5%20%D0%9F%D1%8F%D1%82%D0%B8%D0%BA%D0%BD%D0%B8%D0%B6%D0%B8%D0%B5		https://en.wikipedia.org/wiki/Samaritan_Pentateuch#:~:text=Samaritan%20traditions,-Samaritan%20and%20the&text=Samaritans%20believe%20that%20God%20authored,uncorrupted%20to%20the%20present%20day.		
tydi	russian	Кто является прототипом персанажа песни «Песня о сентиментальном боксёре»?	Who is the prototype of the character in the song "Song of sentimental boxer"?	6		https://ru.wikipedia.org/wiki/%D0%AF%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9%2C%20%D0%9E%D0%BB%D0%B5%D0%B3%20%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87				
tydi	russian	Нил Хау был женат?	Was Neil Howe married?	1		https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%BA%D0%BE%D1%80%D0%BA%D0%BE%D0%B4%D0%B5%D0%B9%D0%BB%2C%20%D0%A1%D0%B0%D1%80%D0%B0				
tydi	russian	Правда ли что русские опытные воины были переодеты в молодых и это была тактика Петра Первого?	Is it true that Russian experienced soldiers were disguised as young and it was a tactic of Peter the Great?	6		https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F%201917%20%D0%B3%D0%BE%D0%B4%D0%B0%20%D0%B2%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8				
tydi	russian	С каким перевесом Зеленский выиграл на выборах в 2019 году?	What margin Zelensky won the election in 2019?	6		https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82%D1%81%D0%BA%D0%B8%D0%B5%20%D0%B2%D1%8B%D0%B1%D0%BE%D1%80%D1%8B%20%D0%BD%D0%B0%20%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B5%20%282010%29				
tydi	russian	Сколько веков длилась эра кайнозоя?	How many centuries was the Cenozoic Era?	6		https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B9%D0%BD%D0%BE%D0%B7%D0%BE%D0%B9				
tydi	russian	Сколько есть мостов в городе Волгогра́д?	How many bridges are there in Volgograd?	6		https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BC%D0%BE%D1%81%D1%82%20%28%D0%92%D0%BE%D0%BB%D0%B3%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%29				
tydi	russian	Сколько отверстий во флейте?	How many holes in the flute?	1	16	https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B5%D0%B9%D1%82%D0%B0		https://en.wikipedia.org/wiki/Western_concert_flute#:~:text=The%20flute%20is%20a%20transverse,are%20typically%2016%20tone%20holes).		
tydi	russian	Сколько человек служило на военно-морской базе Ханко в 1941?	How many people served at the naval base of Hanko in 1941?	6		https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D1%82%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9%20%D1%84%D0%BB%D0%BE%D1%82%20%D0%A1%D0%A1%D0%A1%D0%A0%20%D0%B2%D0%BE%20%D0%B2%D1%80%D0%B5%D0%BC%D1%8F%20%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9%20%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9%20%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B				
tydi	russian	Сколько чемпионатов Шотландии выиграл «Ре́йнджерс» на май 2019?	How many championships did the Scotland "Rangers" win as of May 2019?	6		https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%D1%82%20%D0%A8%D0%BE%D1%82%D0%BB%D0%B0%D0%BD%D0%B4%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D1%83				
tydi	russian	Почему у верблюда два горба?	Why does the camel have two humps?	2	Неизвестно	https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D1%83%D0%B3%D0%BE%D1%80%D0%B1%D1%8B%D0%B9%20%D0%B2%D0%B5%D1%80%D0%B1%D0%BB%D1%8E%D0%B4	http://www.vokrugsveta.ru/quiz/268519/			
