data	language	question	Translated question	category	answer	original_page	answer_page	answer in different_wiki	answer in non-Wikipedia article on the web	answer in infobox/table
tydi	telugu	ఐరోప ముఖ్యమంత్రి ఎవరు?	Who is the chief minister of Europe?	5		https://te.wikipedia.org/wiki/%E0%B0%95%E0%B0%AE%E0%B0%B2%E0%B1%8D%20%E0%B0%B9%E0%B0%BE%E0%B0%B8%E0%B0%A8%E0%B1%8D		0		
tydi	telugu	తోటపాలెం గ్రామానికి తూర్పున ఉన్న గ్రామమేది ?	Which village exists in the east of Thotapalem village?	5		https://te.wikipedia.org/wiki/%E0%B0%A4%E0%B1%8B%E0%B0%9F%E0%B0%AA%E0%B0%BE%E0%B0%B2%E0%B1%86%E0%B0%82		0		
tydi	telugu	నికొనార్‌ పారా ఎన్ని పురస్కారాలను అందుకున్నాడు?	How many awards did Nikonar Para receive?	5		https://te.wikipedia.org/wiki/%E0%B0%A8%E0%B0%BF%E0%B0%95%E0%B1%8A%E0%B0%A8%E0%B0%BE%E0%B0%B0%E0%B1%8D%E2%80%8C%20%E0%B0%AA%E0%B0%BE%E0%B0%B0%E0%B0%BE		0		
tydi	telugu	లిమ్మగుంట గ్రామ ప్రజలు ప్రధానంగా పండించే పంట ఏది?	What is the highly cultivated crop in Limmagunta village?	1		https://te.wikipedia.org/wiki/%E0%B0%95%E0%B0%B0%E0%B1%8D%E0%B0%9C%E0%B1%81%E0%B0%B0%E0%B0%97%E0%B1%81%E0%B0%A1		0		
tydi	telugu	వోకుర్తి గ్రామం సముద్రమట్టం నుండి ఎంత ఎత్తులో ఉంది ?	What is the altitude of Okurthi Village from the sea level?	1		https://te.wikipedia.org/wiki/%E0%B0%B5%E0%B1%8B%E0%B0%95%E0%B1%81%E0%B0%B0%E0%B1%8D%E0%B0%A4%E0%B0%BF		0		
tydi	telugu	గొల్లపల్లె గ్రామ పిన్ కోడ్ ఎంత ?	What is the pin code of Gollapalle village?	5		https://te.wikipedia.org/wiki/%E0%B0%97%E0%B1%8A%E0%B0%B2%E0%B1%8D%E0%B0%B2%E0%B0%AA%E0%B0%B2%E0%B1%8D%E0%B0%B2%E0%B1%86		0		
tydi	telugu	వాతావరణంలో నైట్రోజన్ వాయువు నిష్పత్తి ఎంత ?	What is the ratio of nitrogen in the environment?	1	4 :1	https://te.wikipedia.org/wiki/%E0%B0%B5%E0%B0%BE%E0%B0%AF%E0%B1%81%20%E0%B0%95%E0%B0%BE%E0%B0%B2%E0%B1%81%E0%B0%B7%E0%B1%8D%E0%B0%AF%E0%B0%82	https://m.dailyhunt.in/news/india/telugu/prajasakti-epaper-prajasak/diessi+aaraarbi+itara+poti+parikshala+pratyekam-newsid-n82608007	0	1	
tydi	telugu	రక్షణ చిత్రంలో కథానాయికగా ఎవరు నటించారు?	Who is the lead actress in the movie Rakshana?	2	Roja Selwamani	https://te.wikipedia.org/wiki/%E0%B0%B0%E0%B1%8B%E0%B0%9C%E0%B0%BE%20%E0%B0%B8%E0%B1%86%E0%B0%B2%E0%B1%8D%E0%B0%B5%E0%B0%AE%E0%B0%A3%E0%B0%BF	https://te.wikipedia.org/wiki/%E0%B0%B0%E0%B1%8B%E0%B0%9C%E0%B0%BE%20%E0%B0%B8%E0%B1%86%E0%B0%B2%E0%B1%8D%E0%B0%B5%E0%B0%AE%E0%B0%A3%E0%B0%BF	0		
tydi	telugu	మలికిపురం నుండి హైదరాబాద్ కు దూరం ఎంత?	What is the distance between Malikipuram and Hyderabad?	2	370 km 	https://te.wikipedia.org/wiki/%E0%B0%AE%E0%B0%B2%E0%B0%BF%E0%B0%95%E0%B0%BF%E0%B0%AA%E0%B1%81%E0%B0%B0%E0%B0%82	https://en.wikipedia.org/wiki/Malikipuram	1		
tydi	telugu	ముండ్లమూరు నుండి టంగుటూరు కి ఎంత దూరం?	What is the distance between Mundlamooru and Tanguturu?	4	73.8 km	https://te.wikipedia.org/wiki/%E0%B0%AE%E0%B1%81%E0%B0%82%E0%B0%A1%E0%B1%8D%E0%B0%B2%E0%B0%AE%E0%B1%82%E0%B0%B0%E0%B1%81%20%E0%B0%AE%E0%B0%82%E0%B0%A1%E0%B0%B2%E0%B0%82	https://www.google.com/search?q=What+is+the+distance+between+Mundlamooru+and+Tanguturu%3F&oq=What+is+the+distance+between+Mundlamooru+and+Tanguturu%3F&aqs=chrome..69i57.205j0j7&sourceid=chrome&ie=UTF-8	0	1	
tydi	telugu	ప్రపంచంలో అతిపెద్ద సరస్సు ఏది?	Which is the largest lake of the world?	5	Caspian Sea	https://te.wikipedia.org/wiki/%E0%B0%9A%E0%B0%BF%E0%B0%B2%E0%B1%8D%E0%B0%95%E0%B0%BE%20%E0%B0%B8%E0%B0%B0%E0%B0%B8%E0%B1%8D%E0%B0%B8%E0%B1%81	https://www.sakshieducation.com/GK/Story.aspx?cid=20&sid=337&nid=245289	0	1	
tydi	telugu	2015 నాటికి చిన్న దాసరిపల్లె గ్రామ జనాభా ఎంత?	What is the population of Dasaripalle village as of 2015?	2	767	https://te.wikipedia.org/wiki/%E0%B0%A6%E0%B0%BE%E0%B0%B8%E0%B0%B0%E0%B0%BF%E0%B0%AA%E0%B0%B2%E0%B1%8D%E0%B0%B2%E0%B1%86	https://te.wikipedia.org/wiki/%E0%B0%A6%E0%B0%BE%E0%B0%B8%E0%B0%B0%E0%B0%BF%E0%B0%AA%E0%B0%B2%E0%B1%8D%E0%B0%B2%E0%B1%86	0		
tydi	telugu	2000 నాటికి దబ్బలపాడు గ్రామంలోని పురుషుల సంఖ్య ఎంత ?	What is the number of men in Dabbalapadu village as of 2000?	2	60	https://te.wikipedia.org/wiki/%E0%B0%A6%E0%B0%AC%E0%B1%8D%E0%B0%AC%E0%B0%B2%E0%B0%AA%E0%B0%BE%E0%B0%A1%E0%B1%81%20%28%E0%B0%B5%E0%B0%9C%E0%B1%8D%E0%B0%B0%E0%B0%AA%E0%B1%81%E0%B0%95%E0%B1%8A%E0%B0%A4%E0%B1%8D%E0%B0%A4%E0%B1%82%E0%B0%B0%E0%B1%81%29	https://te.wikipedia.org/wiki/%E0%B0%A6%E0%B0%AC%E0%B1%8D%E0%B0%AC%E0%B0%B2%E0%B0%AA%E0%B0%BE%E0%B0%A1%E0%B1%81%20%28%E0%B0%B5%E0%B0%9C%E0%B1%8D%E0%B0%B0%E0%B0%AA%E0%B1%81%E0%B0%95%E0%B1%8A%E0%B0%A4%E0%B1%8D%E0%B0%A4%E0%B1%82%E0%B0%B0%E0%B1%81%29	0		
tydi	telugu	గారినిపెంట గ్రామ జనాభా 2002 నాటికి ఎంత?	What is the population of Gaarinipenta village as of 2002?	2	35	https://te.wikipedia.org/wiki/%E0%B0%97%E0%B0%B0%E0%B0%BF%E0%B0%A8%E0%B0%BF%20%E0%B0%AA%E0%B1%86%E0%B0%82%E0%B0%9F	https://te.wikipedia.org/wiki/%E0%B0%97%E0%B0%B0%E0%B0%BF%E0%B0%A8%E0%B0%BF%20%E0%B0%AA%E0%B1%86%E0%B0%82%E0%B0%9F	0		
tydi	telugu	1991 భారత జనగణన గణాంకాల ప్రకారం సిక్కుల జనాభా శాతం ఎంత ?	According to the census of 1991 in India, what is the population of Sikhs?	1	1.94%	https://te.wikipedia.org/wiki/1991%20%E0%B0%AA%E0%B0%82%E0%B0%9C%E0%B0%BE%E0%B0%AC%E0%B1%8D%20%E0%B0%B9%E0%B0%A4%E0%B1%8D%E0%B0%AF%E0%B0%B2%E0%B1%81	https://en.wikipedia.org/wiki/1991_Census_of_India	0		1
tydi	telugu	సెయింట్ విన్సెంట్ మరియు గ్రెనడీన్స్ దేశ రాజధాని ఏంటి?	What is the capital city of Saint Vincent and Grenadines?	1	Kingstown	https://te.wikipedia.org/wiki/%E0%B0%A6%E0%B1%87%E0%B0%B6%E0%B0%BE%E0%B0%B2%20%E0%B0%9C%E0%B0%BE%E0%B0%AC%E0%B0%BF%E0%B0%A4%E0%B0%BE%20%E2%80%93%20%E0%B0%A6%E0%B1%80%E0%B0%B5%E0%B1%81%E0%B0%B2%20%E0%B0%A6%E0%B1%87%E0%B0%B6%E0%B0%BE%E0%B0%B2%E0%B1%81	https://www.google.com/search?q=%E0%B0%B8%E0%B1%86%E0%B0%AF%E0%B0%BF%E0%B0%82%E0%B0%9F%E0%B1%8D+%E0%B0%B5%E0%B0%BF%E0%B0%A8%E0%B1%8D%E0%B0%B8%E0%B1%86%E0%B0%82%E0%B0%9F%E0%B1%8D+%E0%B0%AE%E0%B0%B0%E0%B0%BF%E0%B0%AF%E0%B1%81+%E0%B0%97%E0%B1%8D%E0%B0%B0%E0%B1%86%E0%B0%A8%E0%B0%A1%E0%B1%80%E0%B0%A8%E0%B1%8D%E0%B0%B8%E0%B1%8D+%E0%B0%A6%E0%B1%87%E0%B0%B6+%E0%B0%B0%E0%B0%BE%E0%B0%9C%E0%B0%A7%E0%B0%BE%E0%B0%A8%E0%B0%BF+%E0%B0%8F%E0%B0%82%E0%B0%9F%E0%B0%BF%3F&oq=%E0%B0%B8%E0%B1%86%E0%B0%AF%E0%B0%BF%E0%B0%82%E0%B0%9F%E0%B1%8D+%E0%B0%B5%E0%B0%BF%E0%B0%A8%E0%B1%8D%E0%B0%B8%E0%B1%86%E0%B0%82%E0%B0%9F%E0%B1%8D+%E0%B0%AE%E0%B0%B0%E0%B0%BF%E0%B0%AF%E0%B1%81+%E0%B0%97%E0%B1%8D%E0%B0%B0%E0%B1%86%E0%B0%A8%E0%B0%A1%E0%B1%80%E0%B0%A8%E0%B1%8D%E0%B0%B8%E0%B1%8D+%E0%B0%A6%E0%B1%87%E0%B0%B6+%E0%B0%B0%E0%B0%BE%E0%B0%9C%E0%B0%A7%E0%B0%BE%E0%B0%A8%E0%B0%BF+%E0%B0%8F%E0%B0%82%E0%B0%9F%E0%B0%BF%3F&aqs=chrome..69i57.196j0j7&sourceid=chrome&ie=UTF-8	0	1	
tydi	telugu	పోకిరి సినిమా దర్శకుడు ఎవరు?	Who directed the movie Pokiri?	1	Puri Jagannadh	https://te.wikipedia.org/wiki/%E0%B0%85%E0%B0%B7%E0%B1%8D%E0%B0%9F%E0%B0%BE%20%E0%B0%9A%E0%B0%AE%E0%B1%8D%E0%B0%AE%E0%B0%BE%20%28%E0%B0%B8%E0%B0%BF%E0%B0%A8%E0%B0%BF%E0%B0%AE%E0%B0%BE%29	https://www.google.com/search?q=%E0%B0%AA%E0%B1%8B%E0%B0%95%E0%B0%BF%E0%B0%B0%E0%B0%BF+%E0%B0%B8%E0%B0%BF%E0%B0%A8%E0%B0%BF%E0%B0%AE%E0%B0%BE+%E0%B0%A6%E0%B0%B0%E0%B1%8D%E0%B0%B6%E0%B0%95%E0%B1%81%E0%B0%A1%E0%B1%81+%E0%B0%8E%E0%B0%B5%E0%B0%B0%E0%B1%81%3F&oq=%E0%B0%AA%E0%B1%8B%E0%B0%95%E0%B0%BF%E0%B0%B0%E0%B0%BF+%E0%B0%B8%E0%B0%BF%E0%B0%A8%E0%B0%BF%E0%B0%AE%E0%B0%BE+%E0%B0%A6%E0%B0%B0%E0%B1%8D%E0%B0%B6%E0%B0%95%E0%B1%81%E0%B0%A1%E0%B1%81+%E0%B0%8E%E0%B0%B5%E0%B0%B0%E0%B1%81%3F&aqs=chrome..69i57.423j0j7&sourceid=chrome&ie=UTF-8	0	1	
tydi	telugu	కదిలే బొమ్మల కథ చిత్రం ఎప్పుడు విడుదలైంది?	When do the movie Kadile Bommala Chitram released?	1		https://te.wikipedia.org/wiki/%E0%B0%85%E0%B0%82%E0%B0%97%E0%B0%B0%20%E0%B0%B5%E0%B1%86%E0%B0%82%E0%B0%95%E0%B0%9F%E0%B0%95%E0%B1%83%E0%B0%B7%E0%B1%8D%E0%B0%A3%E0%B0%BE%E0%B0%B0%E0%B0%BE%E0%B0%B5%E0%B1%81		0		
tydi	telugu	గాదలపుట్టు గ్రామ విస్తీర్ణం ఎంత?	What is the area of Gaadalaputtu village?	1		https://te.wikipedia.org/wiki/%E0%B0%95%E0%B0%B0%E0%B1%8D%E0%B0%9C%E0%B1%81%E0%B0%B0%E0%B0%97%E0%B1%81%E0%B0%A1		0		
tydi	telugu	2018లో కందులగదె గ్రామంలో ఎన్ని అంగన్వాడీ కేంద్రాలు ఉన్నాయి?	How many Anganwadi Centres were there in Kandulagade village in 2018?	1		https://te.wikipedia.org/wiki/%E0%B0%97%E0%B0%82%E0%B0%97%E0%B0%B0%E0%B0%BE%E0%B0%9C%E0%B1%81%20%E0%B0%AE%E0%B0%BE%E0%B0%A1%E0%B1%81%E0%B0%97%E0%B1%81%E0%B0%B2		0		
tydi	telugu	సెట్టిపేట గ్రామ మొదటి సర్పంచ్ గా ఎవరు పనిచేసారు?	Who is the first sarpanch of Settipeta village?	1		https://te.wikipedia.org/wiki/%E0%B0%B8%E0%B1%86%E0%B0%9F%E0%B1%8D%E0%B0%9F%E0%B0%BF%E0%B0%AA%E0%B1%87%E0%B0%9F		0		
tydi	telugu	దొంతులమ్మ ఎక్కడ జన్మించింది?	What is the birthplace of Donthulamma?	1		https://te.wikipedia.org/wiki/%E0%B0%A6%E0%B1%8A%E0%B0%82%E0%B0%A4%E0%B1%81%E0%B0%B2%E0%B0%AE%E0%B1%8D%E0%B0%AE		0		
tydi	telugu	లోకనాథం నందికేశ్వరరావు జాతీయ కళాకారునిగా ఏ సంవత్సరంలో గుర్తింపు పొందాడు?	In which year Lokanatham Nandikeswararao got recognition as a national artist?	1	1984	https://te.wikipedia.org/wiki/%E0%B0%B2%E0%B1%8B%E0%B0%95%E0%B0%A8%E0%B0%BE%E0%B0%A5%E0%B0%82%20%E0%B0%A8%E0%B0%82%E0%B0%A6%E0%B0%BF%E0%B0%95%E0%B1%87%E0%B0%B6%E0%B1%8D%E0%B0%B5%E0%B0%B0%E0%B0%B0%E0%B0%BE%E0%B0%B5%E0%B1%81	https://te.wikipedia.org/wiki/%E0%B0%B2%E0%B1%8B%E0%B0%95%E0%B0%A8%E0%B0%BE%E0%B0%A5%E0%B0%82%20%E0%B0%A8%E0%B0%82%E0%B0%A6%E0%B0%BF%E0%B0%95%E0%B1%87%E0%B0%B6%E0%B1%8D%E0%B0%B5%E0%B0%B0%E0%B0%B0%E0%B0%BE%E0%B0%B5%E0%B1%81	0		
tydi	telugu	టాటా మోటార్స్ సంస్థ విడుదల చేసిన మొదటి వాహనం ఏది?	What is the first vehicle released by Tata Motors Org?	1	Tata Sierra SUV	https://te.wikipedia.org/wiki/%E0%B0%B5%E0%B0%BE%E0%B0%B9%E0%B0%A8%E0%B0%AE%E0%B1%81	https://telugu.news18.com/photogallery/business/tata-motors-achieves-new-sales-milestone-in-india-sells-over-40-lakh-vehicles-since-inception-nk-gh-644726.html	0	1	
tydi	telugu	2018 నాటికి పసరుగిన్నె గ్రామంలో ఓటర్ల సంఖ్య ఎంత?	What is the number of voters in Pasaruginne village as of 2018?	1		https://te.wikipedia.org/wiki/%E0%B0%AA%E0%B0%B8%E0%B0%B0%E0%B1%81%E0%B0%97%E0%B0%BF%E0%B0%A8%E0%B1%8D%E0%B0%A8%E0%B1%86		0		
tydi	telugu	గంప నాగేశ్వర్ రావు ఎక్కడ జన్మించాడు?	What is the birthplace of Gampa Nageswararao?	1	Hyderabad	https://te.wikipedia.org/wiki/%E0%B0%A4%E0%B1%86%E0%B0%B2%E0%B0%82%E0%B0%97%E0%B0%BE%E0%B0%A3%20%E0%B0%B6%E0%B0%BE%E0%B0%B8%E0%B0%A8%E0%B0%B8%E0%B0%AD%20%E0%B0%B8%E0%B0%AD%E0%B1%8D%E0%B0%AF%E0%B1%81%E0%B0%B2%20%E0%B0%9C%E0%B0%BE%E0%B0%AC%E0%B0%BF%E0%B0%A4%E0%B0%BE%20%282014%29	https://gampa.in/profile	0	1	
tydi	telugu	2011 నాటికి కత్నేపల్లి గ్రామంలో ఎన్ని ఎకరాల బీడు భూమి ఉంది?	As of 2011, how many acres of barren land is available in Kathnepalli village?	1		https://te.wikipedia.org/wiki/%E0%B0%95%E0%B0%A4%E0%B1%8D%E0%B0%A8%E0%B1%87%E0%B0%AA%E0%B0%B2%E0%B1%8D%E0%B0%B2%E0%B0%BF%20%28%E0%B0%9A%E0%B1%8A%E0%B0%AA%E0%B1%8D%E0%B0%AA%E0%B0%A6%E0%B0%82%E0%B0%A1%E0%B0%BF%29		0		
tydi	telugu	యునైటెడ్ అరబ్ ఎమిరేట్స్ లో అధికంగా పండే పంట ఏది?	What is the largest agricultural crop in UAE?	1	tomatoes, melons, and dates.	https://te.wikipedia.org/wiki/%E0%B0%AF%E0%B1%81%E0%B0%A8%E0%B1%88%E0%B0%9F%E0%B1%86%E0%B0%A1%E0%B1%8D%20%E0%B0%85%E0%B0%B0%E0%B0%AC%E0%B1%8D%20%E0%B0%8E%E0%B0%AE%E0%B0%BF%E0%B0%B0%E0%B1%87%E0%B0%9F%E0%B1%8D%E0%B0%B8%E0%B1%8D	http://nationsencyclopedia.com/Asia-and-Oceania/United-Arab-Emirates-AGRICULTURE.html#:~:text=United%20Arab%20Emirates%20-%20Agriculture&text=The%20most%20productive%20region%20is,tomatoes%2C%20melons%2C%20and%20dates.	0	1	
tydi	telugu	రిలయన్స్ సంస్థ లో ధీరుబాయి అంబానీ వాటా ఎంత?	What is the percentage of stakes Deerubai Ambani holds in Reliance industries?	5		https://te.wikipedia.org/wiki/%E0%B0%A7%E0%B1%80%E0%B0%B0%E0%B1%81%E0%B0%AD%E0%B0%BE%E0%B0%AF%E0%B1%8D%20%E0%B0%85%E0%B0%82%E0%B0%AC%E0%B0%BE%E0%B0%A8%E0%B1%80		0		
tydi	telugu	సంతమల్లి పెదమల్లి గ్రామ పిన్ కోడ్ ఏంటి?	What is the pin code of Santhamalli Pedamalli village?	1	532443	https://te.wikipedia.org/wiki/%E0%B0%B0%E0%B1%82%E0%B0%AA%E0%B1%88	https://www.icbse.com/pincodes/532443	0	1	
tydi	telugu	మసంగిల్లి గ్రామంలో ఎన్ని ఎకరాల బంజరు భూమి ఉంది?	How many acres of uncultivated land is available in Masamgilli village?	1		https://te.wikipedia.org/wiki/%E0%B0%AE%E0%B0%B8%E0%B0%82%E0%B0%97%E0%B0%BF%E0%B0%B2%E0%B1%8D%E0%B0%B2%E0%B0%BF		0		
tydi	telugu	అమేజాన్ ఫైర్‌ఫోన్ యొక్క బరువు ఎంత?	What is the weight of Amazon Firephone?	1	160 grams	https://te.wikipedia.org/wiki/%E0%B0%85%E0%B0%AE%E0%B1%87%E0%B0%9C%E0%B0%BE%E0%B0%A8%E0%B1%8D%20%E0%B0%AB%E0%B1%88%E0%B0%B0%E0%B1%8D%E2%80%8C%E0%B0%AB%E0%B1%8B%E0%B0%A8%E0%B1%8D	https://te.wikipedia.org/wiki/%E0%B0%85%E0%B0%AE%E0%B1%87%E0%B0%9C%E0%B0%BE%E0%B0%A8%E0%B1%8D%20%E0%B0%AB%E0%B1%88%E0%B0%B0%E0%B1%8D%E2%80%8C%E0%B0%AB%E0%B1%8B%E0%B0%A8%E0%B1%8D	0		1
