data	language	question	Translated question	category	answer	original_page	answer_page	answer in different_wiki	answer in non-Wikipedia article on the web	answer in infobox/table
tydi	japanese	『ダウントンアビー』はミッドナイトチャンネルで放映されましたか？	Did "Downton Abbey" air on the Midnight Channel?	1	いいえ	https://ja.wikipedia.org/wiki/%E8%B0%B7%E6%98%8C%E6%A8%B9	https://ja.wikipedia.org/wiki/%E3%83%80%E3%82%A6%E3%83%B3%E3%83%88%E3%83%B3%E3%83%BB%E3%82%A2%E3%83%93%E3%83%BC%E3%81%AE%E3%82%A8%E3%83%94%E3%82%BD%E3%83%BC%E3%83%89%E4%B8%80%E8%A6%A7	1		
tydi	japanese	『パフューム ある人殺しの物語』で主人公が主に話す言語は何？	What is the main language spoken by the main character in Perfume: The Story of a Murderer?	1	フランス	https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%B3%E3%82%B0	https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%95%E3%83%A5%E3%83%BC%E3%83%A0_%E3%81%82%E3%82%8B%E4%BA%BA%E6%AE%BA%E3%81%97%E3%81%AE%E7%89%A9%E8%AA%9E	1		
tydi	japanese	『パンツァークライン』 の主人公の職業は何？	What is the profession of the protagonist of Panzer klein?	1	高校二年生	https://ja.wikipedia.org/wiki/%E5%B9%B3%E7%94%B0%E5%BA%83%E6%98%8E	https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%B3%E3%83%84%E3%82%A1%E3%83%BC%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%B3https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%B3%E3%83%84%E3%82%A1%E3%83%BC%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%B3	1		
tydi	japanese	2018年の日本の外国人留学生数は何名ですか？	What is the number of international students in Japan in 2018?	1	337,000	https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E5%A4%96%E5%9B%BD%E4%BA%BA				1
tydi	japanese	2018年度、日本では私立小学校と公立小学校どちらの数が多い？	Are there more public scools or private schools in Japan In the 2018 school year?	1	公立小学校	https://ja.wikipedia.org/wiki/%E5%B0%8F%E5%AD%A6%E6%A0%A1				1
tydi	japanese	CD Projekt S.A.で一番利益を上げた製品は何？	What is CD Projekt S.A.'s most profitable product?	1	ウィッチャー3 ワイルドハント	https://ja.wikipedia.org/wiki/HSBC%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9	https://ja.wikipedia.org/wiki/CD_Projekt	1		
tydi	japanese	アーケオプテリクスの生体の平均的な大きさは？	What is the average size of an adult Archaeopteryx?	1	50cm程度	https://ja.wikipedia.org/wiki/%E3%83%80%E3%83%BC%E3%82%A6%E3%82%A3%E3%83%B3%E3%83%95%E3%82%A3%E3%83%B3%E3%83%81%E9%A1%9E	https://ja.wikipedia.org/wiki/%E5%A7%8B%E7%A5%96%E9%B3%A5	1		
tydi	japanese	アウシュヴィッツ収容所は見学することができますか？	Can you visit the Auschwitz concentration camp?	1	はい	https://ja.wikipedia.org/wiki/%E3%83%80%E3%83%83%E3%83%8F%E3%82%A6%E5%BC%B7%E5%88%B6%E5%8F%8E%E5%AE%B9%E6%89%80	https://ja.wikipedia.org/wiki/%E3%82%A2%E3%82%A6%E3%82%B7%E3%83%A5%E3%83%B4%E3%82%A3%E3%83%83%E3%83%84%EF%BC%9D%E3%83%93%E3%83%AB%E3%82%B1%E3%83%8A%E3%82%A6%E5%BC%B7%E5%88%B6%E5%8F%8E%E5%AE%B9%E6%89%80	1		
tydi	japanese	アメリカ合衆国で起きた最大規模の山火事事件は何？	What is the largest wildfire incident in the United States?	1	キャンプファイア	https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AA%E3%83%95%E3%82%A9%E3%83%AB%E3%83%8B%E3%82%A2%E5%B1%B1%E7%81%AB%E4%BA%8B%E3%81%AE%E4%B8%80%E8%A6%A7	https://www.bbc.com/japanese/46232160			1
tydi	japanese	ヴィンセント・トマス・ロンバルディは何歳で死去した？	At what age did Vincent Thomas Lombardy die?	1	57歳	https://ja.wikipedia.org/wiki/%E6%A3%AE%E5%B7%9D%E6%99%BA%E4%B9%8B	https://ja.wikipedia.org/wiki/%E3%83%B4%E3%82%A3%E3%83%B3%E3%82%B9%E3%83%BB%E3%83%AD%E3%83%B3%E3%83%90%E3%83%AB%E3%83%87%E3%82%A3	1		
tydi	japanese	エクセター事件はアメリカ政府が公表した？	Was the Exeter incident made public by the US government?	1	いいえ	https://ja.wikipedia.org/wiki/%E3%82%BD%E3%83%BC%E3%83%97%E4%BA%8B%E4%BB%B6	https://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%AF%E3%82%BB%E3%82%BF%E3%83%BC%E4%BA%8B%E4%BB%B6	1		
tydi	japanese	オート三輪は電気モーターで動きますか？	Are there any electric motorized tricycles?	1	はい	https://ja.wikipedia.org/wiki/%E4%B8%89%E8%BC%AA%E8%BB%8A	https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%BC%E3%83%88%E4%B8%89%E8%BC%AA	1		
tydi	japanese	グランツーリスモの由来はなんですか？	What is the origin of the grand tourer?	1	大旅行=グランド・ツーリング	https://ja.wikipedia.org/wiki/Mihimaru_GT	https://ja.wikipedia.org/wiki/%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%84%E3%83%BC%E3%83%AA%E3%82%B9%E3%83%A2	1		
tydi	japanese	ジェームス・エンストロームはたばこ会社から賄賂を受けた？	Was James Enstrom bribed by a tobacco company?	1	はい	https://ja.wikipedia.org/wiki/%E9%81%8E%E5%8E%BB%E3%83%AD%E3%82%B0	https://ja.wikipedia.org/wiki/%E7%A6%81%E7%85%99%E3%83%95%E3%82%A1%E3%82%B7%E3%82%BA%E3%83%A0	1		
tydi	japanese	ジェイムズ・テリー・サンフォードは大学で何を専攻した	What did James Terry Sanford major in college	1	法学	https://ja.wikipedia.org/wiki/%E3%82%B0%E3%83%AC%E3%83%83%E3%82%B0%E3%83%BB%E3%83%9D%E3%83%9D%E3%83%B4%E3%82%A3%E3%83%83%E3%83%81	https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%AA%E3%83%BC%E3%83%BB%E3%82%B5%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%89	1		
tydi	japanese	シク教は多神教？	Is Sikhism polytheistic?	1	いいえ	https://ja.wikipedia.org/wiki/%E3%82%A4%E3%82%B9%E3%83%A9%E3%83%A0%E6%95%99%E3%81%A8%E4%BB%96%E5%AE%97%E6%95%99%E3%81%A8%E3%81%AE%E9%96%A2%E4%BF%82	https://ja.wikipedia.org/wiki/%E3%82%B7%E3%82%AF%E6%95%99	1		
tydi	japanese	シャルル7世の知られる性格は何？	What is Charles VII of France's known personality?	1	暗愚	https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%BB%E3%82%A4%E3%83%AB	https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%AB7%E4%B8%96_(%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B9%E7%8E%8B)	1		
tydi	japanese	シュヴェービッシュ・ハルの面積は？	How big is Schwäbisch Hall district?	1	104.24 km2	https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A5%E3%83%B4%E3%82%A7%E3%83%BC%E3%83%93%E3%83%83%E3%82%B7%E3%83%A5%E3%83%BB%E3%83%8F%E3%83%AB				1
tydi	japanese	ジョージ・R・R・マーティンのデビュー作はなんですか？	What is George R. R. Martin's debut novel?	1	With Morning Comes Mistfall	https://ja.wikipedia.org/wiki/%E5%AE%AE%E5%B4%8E%E9%A7%BF	https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BBR%E3%83%BBR%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3	1		
tydi	japanese	ジョージ・R・R・マーティンはどこの国で生まれましたか？	In what country was George R. R. Martin born?	1	アメリカ合衆国	https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3%E3%83%BB%E3%83%AB%E3%83%BC%E3%82%B5%E3%83%BC%E3%83%BB%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%BB%E3%82%B8%E3%83%A5%E3%83%8B%E3%82%A2	https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BBR%E3%83%BBR%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3	1		
tydi	japanese	ジョン・クックは何歳で死去した？	How old was John Cooke when he died?	1	81歳	https://ja.wikipedia.org/wiki/%E3%83%86%E3%82%A3%E3%83%A0%E3%83%BB%E3%82%AF%E3%83%83%E3%82%AF	https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%82%AF%E3%83%83%E3%82%AF_(%E9%99%B8%E4%B8%8A%E9%81%B8%E6%89%8B)	1		
tydi	japanese	シンガサリ王国は何年続いた？	How many years did Singhasari last?	1	70年	https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A5%E3%83%AA%E3%83%BC%E3%83%B4%E3%82%A3%E3%82%B8%E3%83%A3%E3%83%A4%E7%8E%8B%E5%9B%BD	https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%B3%E3%82%AC%E3%82%B5%E3%83%AA%E7%8E%8B%E5%9B%BD	1		
tydi	japanese	ディオニュシオス2世は何年に亡くなりましたか？	In what year did Dionysius II of Syracuse die?	1	紀元前343年	https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%A9%E3%83%88%E3%83%B3	https://ja.wikipedia.org/wiki/%E3%83%87%E3%82%A3%E3%82%AA%E3%83%8B%E3%83%A5%E3%82%B7%E3%82%AA%E3%82%B92%E4%B8%96	1		
tydi	japanese	ニューヨークにはいくつのＭＬＢ球団がある？	How many MLB clubs are there in New York?	1	4	https://ja.wikipedia.org/wiki/%E3%83%A1%E3%82%B8%E3%83%A3%E3%83%BC%E3%83%AA%E3%83%BC%E3%82%B0%E3%83%99%E3%83%BC%E3%82%B9%E3%83%9C%E3%83%BC%E3%83%AB%E3%81%AE%E6%9C%AC%E6%8B%A0%E5%9C%B0%E9%87%8E%E7%90%83%E5%A0%B4%E4%B8%80%E8%A6%A7	http://thsports.blog.fc2.com/blog-entry-642.html			1
tydi	japanese	ハリー・レルフは映画に出演したことはある？	Has Harry Relf ever acted in a movie?	1	はい	https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%AB%E3%83%BB%E3%83%99%E3%83%AA%E3%83%BC	https://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%88%E3%83%AB%E3%83%BB%E3%83%86%E3%82%A3%E3%83%83%E3%83%81	1		
tydi	japanese	ヒッピー現象はカウンターカルチャーの一つ？	Is the hippie phenomenon one of the counterculture?	1	はい	https://ja.wikipedia.org/wiki/%E3%83%99%E3%83%93%E3%83%BC%E3%83%96%E3%83%BC%E3%83%9E%E3%83%BC	https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%83%E3%83%94%E3%83%BC	1		
tydi	japanese	フョードル・ドストエフスキーは共産主義に否定的だった？	Was Fyodor Dostoevsky negative about Communism?	1	はい	https://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%95%E3%83%BB%E3%83%88%E3%83%AB%E3%82%B9%E3%83%88%E3%82%A4	https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%A7%E3%83%BC%E3%83%89%E3%83%AB%E3%83%BB%E3%83%89%E3%82%B9%E3%83%88%E3%82%A8%E3%83%95%E3%82%B9%E3%82%AD%E3%83%BC	1		
tydi	japanese	ブレンハイムの戦いにおける戦死者の数は？	How many people were killed in the battle of Blenheim?	1	4500人	https://ja.wikipedia.org/wiki/%E3%83%98%E3%83%92%E3%82%B7%E3%83%A5%E3%83%86%E3%83%83%E3%83%88%E3%81%AE%E6%88%A6%E3%81%84	https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%AC%E3%83%B3%E3%83%8F%E3%82%A4%E3%83%A0%E3%81%AE%E6%88%A6%E3%81%84	1		
tydi	japanese	プロコピオス・アンテミウスは何歳で死去した？	How old was Anthemius when he died?	1	52歳	https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A4%E3%82%BD%E3%83%95%E3%82%A3%E3%82%A2	https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%86%E3%83%9F%E3%82%A6%E3%82%B9	1		
tydi	japanese	ポルトガルの国土面積は？	What is the land area of Portugal?	1	91,985km2	https://ja.wikipedia.org/wiki/%E5%9B%BD%E3%81%AE%E9%9D%A2%E7%A9%8D%E9%A0%86%E3%83%AA%E3%82%B9%E3%83%88	https://ja.wikipedia.org/wiki/%E3%83%9D%E3%83%AB%E3%83%88%E3%82%AC%E3%83%AB	1		1
tydi	japanese	マリン・チリッチのプロ時代、彼のコーチを一番長く務めたのは誰？	During his professional career, who coached Marin Čilić the longest?	1	ボブ・ブレット	https://ja.wikipedia.org/wiki/%E3%83%8E%E3%83%90%E3%82%AF%E3%83%BB%E3%82%B8%E3%83%A7%E3%82%B3%E3%83%93%E3%83%83%E3%83%81	https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%AA%E3%83%B3%E3%83%BB%E3%83%81%E3%83%AA%E3%83%83%E3%83%81	1		
tydi	japanese	リン・ノーラン・ライアン・ジュニアのファストボールの最高速度は？	What is Lynn Nolan Ryan Jr.'s best fastball speed?	1	100.9mph（約162.4km/h）	https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%83%BB%E3%83%90%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%80%E3%83%BC	https://ja.wikipedia.org/wiki/%E3%83%8E%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%BB%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%B3	1		1
tydi	japanese	レオポルト1世は何歳でなくなりましたか？	How old was Leopold I when he/she ceased to exist?	1	64歳	https://ja.wikipedia.org/wiki/%E6%98%8E%E4%BB%81	https://ja.wikipedia.org/wiki/%E3%83%AC%E3%82%AA%E3%83%9D%E3%83%AB%E3%83%881%E4%B8%96_(%E7%A5%9E%E8%81%96%E3%83%AD%E3%83%BC%E3%83%9E%E7%9A%87%E5%B8%9D)	1		1
tydi	japanese	ロベルト・ヴィーネ監督が初めて製作した映画は何？	In which film did Robert Wiene direct for the first time?	1	カリガリ博士	https://ja.wikipedia.org/wiki/%E3%83%89%E3%82%A4%E3%83%84%E3%81%AE%E6%98%A0%E7%94%BB	https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%99%E3%83%AB%E3%83%88%E3%83%BB%E3%83%B4%E3%82%A3%E3%83%BC%E3%83%8D	1		
tydi	japanese	増田英彦の職業は何	What is Hidehiko Masuda's occupation	1	お笑いタレント、俳優	https://ja.wikipedia.org/wiki/%E8%83%B8%E3%81%84%E3%81%A3%E3%81%B1%E3%81%84%E3%82%B5%E3%83%9F%E3%83%83%E3%83%88!	https://ja.wikipedia.org/wiki/%E5%A2%97%E7%94%B0%E8%8B%B1%E5%BD%A6	1		
tydi	japanese	女性がローマ教皇に選ばれたことはあった？	Was there a woman Pope?	1	はい	https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%8C%E3%83%BB%E3%83%80%E3%83%AB%E3%82%AF	https://ja.wikipedia.org/wiki/%E5%A5%B3%E6%95%99%E7%9A%87%E3%83%A8%E3%83%8F%E3%83%B3%E3%83%8A	1		
tydi	japanese	日本の接骨院で保険の効く治療は受けられる？	Can I get insurance coverage at a Japanese Chiropractic clinic?	1	はい	https://ja.wikipedia.org/wiki/%E7%99%82%E9%A4%8A%E8%B2%BB	https://ja.wikipedia.org/wiki/%E6%8E%A5%E9%AA%A8%E9%99%A2	1		
tydi	japanese	日本の野球巨人軍のエースナンバーとは何番ですか？	What is the ace number of the Yomiuri Giants in Japan?	1	21	https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%8A%E3%83%B3%E3%83%90%E3%83%BC	https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%BC%E3%82%B9%E3%83%8A%E3%83%B3%E3%83%90%E3%83%BC	1		
tydi	japanese	春日井市図書館の所有する書籍数は？	How many books does the Kasugai City Library own?	1	775,920冊	https://ja.wikipedia.org/wiki/%E8%93%AC%E5%B7%A6%E6%96%87%E5%BA%AB	https://ja.wikipedia.org/wiki/%E6%98%A5%E6%97%A5%E4%BA%95%E5%B8%82%E5%9B%B3%E6%9B%B8%E9%A4%A8	1		
tydi	japanese	漫画『ワイルダネス』のジャンルは何？	What is the genre of the comic "WILDERNESS"?	1	ガンアクションストーリー	https://ja.wikipedia.org/wiki/BLACK_LAGOON	https://ja.wikipedia.org/wiki/%E3%83%AF%E3%82%A4%E3%83%AB%E3%83%80%E3%83%8D%E3%82%B9	1		
tydi	japanese	神武天皇は神の子孫と考えられている？	Emperor Jimmu is considered a descendant of a god?	1	はい	https://ja.wikipedia.org/wiki/%E7%A5%9E%E6%AD%A6%E5%A4%A9%E7%9A%87	https://ja.wikipedia.org/wiki/%E7%A5%9E%E6%AD%A6%E5%A4%A9%E7%9A%87	1		
tydi	japanese	第1回小学館漫画賞少年少女部門受賞作は何？	What is the winner of the 1st Shogakukan Manga Award for the boy's/girl's category?	1	ブウタン	https://ja.wikipedia.org/wiki/%E5%B0%8F%E5%AD%A6%E9%A4%A8%E6%BC%AB%E7%94%BB%E8%B3%9E				1
tydi	japanese	紫外線は人間の生存に必須か？	Is Ultraviolet essential for humans to live?	1	はい	https://ja.wikipedia.org/wiki/DNA%E4%BF%AE%E5%BE%A9	https://ja.wikipedia.org/wiki/%E7%B4%AB%E5%A4%96%E7%B7%9A	1		
tydi	japanese	設楽雄太の10000メートルの最高記録は何	What is Yuta Shitara's best record for 10000 meters?	1	27分41秒97	https://ja.wikipedia.org/wiki/%E8%A8%AD%E6%A5%BD%E6%82%A0%E5%A4%AA				1
tydi	japanese	非定常熱線法は物理学の分野で使われる？	Is the transient hot wire method used in the field of physics?	1	はい	https://ja.wikipedia.org/wiki/%E5%9C%A7%E5%8A%9B%E6%B8%AC%E5%AE%9A	https://ja.wikipedia.org/wiki/%E9%9D%9E%E5%AE%9A%E5%B8%B8%E7%86%B1%E7%B7%9A%E6%B3%95	1		
tydi	japanese	『新機動戦記ガンダムW』の主役の名前は何？	What is the name of the main character in "New Mobile Report Gundam Wing"?	2	ヒイロ・ユイ	https://ja.wikipedia.org/wiki/%E6%96%B0%E6%A9%9F%E5%8B%95%E6%88%A6%E8%A8%98%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0W				
tydi	japanese	PlayStation 3の定価は？	What is the list price of the PlayStation 3?	2	6万2790円	https://ja.wikipedia.org/wiki/PlayStation_3				
tydi	japanese	ティラナの気候は温暖ですか？	Is the climate in Tirana mild?	2		https://ja.wikipedia.org/wiki/%E3%83%86%E3%82%A3%E3%83%A9%E3%83%8A				
tydi	japanese	ヘンリイ・パイク・ブイは日本国籍を取得した？	Has Henry Pike Bowie become a Japanese citizen?	2	いいえ	https://ja.wikipedia.org/wiki/%E3%83%98%E3%83%B3%E3%83%AA%E3%82%A4%E3%83%BB%E3%83%91%E3%82%A4%E3%82%AF%E3%83%BB%E3%83%96%E3%82%A4				
tydi	japanese	マツ材線虫病になった木はどう処置される？	How is a tree with pine wood nematode disease treated?	2	薬剤の事前投与による発病予防と枯死木およびカミキリの駆除による病気の拡散防止	https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%84%E6%9D%90%E7%B7%9A%E8%99%AB%E7%97%85				
tydi	japanese	奈良の鹿は人を恐れない？	Are Nara's deer not afraid of people?	2	はい	https://ja.wikipedia.org/wiki/%E9%B9%BF%E3%81%9B%E3%82%93%E3%81%B9%E3%81%84				
tydi	japanese	立川反戦ビラ配布事件の容疑者は学生？	Is the suspect in the Tachikawa anti-war villa distribution case a student?	2	いいえ	https://ja.wikipedia.org/wiki/%E7%AB%8B%E5%B7%9D%E5%8F%8D%E6%88%A6%E3%83%93%E3%83%A9%E9%85%8D%E5%B8%83%E4%BA%8B%E4%BB%B6				
tydi	japanese	「トランスフォーマー」のスタースクリームの性別は？	What is Starscream's gender in "Transformers"?	3		https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%A9%E3%83%B3%E3%82%B9%E3%83%95%E3%82%A9%E3%83%BC%E3%83%9E%E3%83%BC_(%E6%9E%B6%E7%A9%BA%E3%81%AE%E7%94%9F%E7%89%A9)				
tydi	japanese	エヴァン・フランク・ライサチェクはペアに出場したことがある？	Has Evan Frank Lysacek ever competed in a pair?	3		https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%B4%E3%82%A1%E3%83%B3%E3%83%BB%E3%83%A9%E3%82%A4%E3%82%B5%E3%83%81%E3%82%A7%E3%82%AF				
tydi	japanese	マルコム・Xは戦闘に参加したことがある？	Has Malcom X ever taken part in riot?	3		https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%95%E3%83%AA%E3%82%AB%E7%B3%BB%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E4%BA%BA%E5%85%AC%E6%B0%91%E6%A8%A9%E9%81%8B%E5%8B%95				
tydi	japanese	進化論裁判はアメリカ以外で起きたことはある？	Has any legal case about Creation and evolution in public education ever happend outsie of the US?	3		https://ja.wikipedia.org/wiki/%E9%80%B2%E5%8C%96%E8%AB%96				
tydi	japanese	エンタープライズモデリングとは経済用語？	Is Enterprise Modeling an Economic Term?	4		https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%97%E3%83%A9%E3%82%A4%E3%82%BA%E3%83%A2%E3%83%87%E3%83%AA%E3%83%B3%E3%82%B0				
tydi	japanese	スペースシャトルと宇宙船の違いは何？	What is the difference between a space shuttle and a spaceship?	4		https://ja.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E8%88%B9				
tydi	japanese	ナチス・ドイツの時代に親衛隊にユダヤ人はいた？	Were there Jews in the Schutzstaffel during the Nazi Germany era?	4		https://ja.wikipedia.org/wiki/%E3%83%8A%E3%83%81%E3%82%B9%E3%83%BB%E3%83%89%E3%82%A4%E3%83%84%E3%81%AB%E3%82%88%E3%82%8B%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B9%E5%8D%A0%E9%A0%98				
tydi	japanese	ユリシーズ・グラント少将は戦後帰還しましたか？	Did Ulysses Grant return after the war?	4		https://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%83%E3%83%89%E5%B7%9D%E6%96%B9%E9%9D%A2%E4%BD%9C%E6%88%A6				
tydi	japanese	事業メソッドは各会社で異なる？	Is the Business process different for each company?	4		https://ja.wikipedia.org/wiki/%E5%A5%91%E7%B4%84%E8%80%85%E5%9B%BA%E6%9C%89ID				
tydi	japanese	性的アイデンティティとはなんですか？	What is a sexual identity?	4		https://ja.wikipedia.org/wiki/X%E3%82%B8%E3%82%A7%E3%83%B3%E3%83%80%E3%83%BC				
tydi	japanese	数字は無限にある？	Are the numbers infinite?	4		https://ja.wikipedia.org/wiki/%E7%84%A1%E9%99%90				
tydi	japanese	美術品はマネーロンダリングに使われやすい？	Are works of art likely to be used for money laundering?	4		https://ja.wikipedia.org/wiki/%E5%9C%B0%E4%B8%8B%E7%B5%8C%E6%B8%88				
tydi	japanese	装飾写本とはなんですか？	What is an Illuminated manuscript?	4		https://ja.wikipedia.org/wiki/%E3%82%A4%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3				
tydi	japanese	赤外線銀河内で生物は存在し得る？	Could there be life in an infrared galaxy?	4		https://ja.wikipedia.org/wiki/%E8%B5%A4%E5%A4%96%E7%B7%9A				
